TweetID,TweetText,TweetDate,TweetTimeIST,WeekdayName,IsWeekday,TweetCharacterCount,TweetWordCount,Impressions,Likes,Replies,Retweets,UserProfileClicks,HashtagClicks,URLClicks,TotalClicks,Engagements,EngagementRate,MediaEngagements,MediaViews,UserName,IsOddDate,EvenImpressions,HourIST
186,Sample tweet content number 186,2024-02-28,22:39:00,Wednesday,True,120,26,6084,181,73,73,15,6,24,45,372,6.11,59,783,User_30,False,True,22
187,Sample tweet content number 187,2024-02-08,08:53:00,Thursday,True,121,74,1865,150,82,93,37,5,9,51,376,20.16,93,292,User_81,False,False,8
188,Sample tweet content number 188,2024-04-05,00:35:00,Friday,True,124,48,9975,97,12,80,24,18,29,71,260,2.61,17,675,User_81,True,False,0
189,Sample tweet content number 189,2024-02-16,07:42:00,Friday,True,77,25,579,92,55,123,25,21,3,49,319,55.09,99,813,User_88,False,False,7
190,Sample tweet content number 190,2024-03-15,17:37:00,Friday,True,129,67,3247,186,55,59,25,1,23,49,349,10.75,15,868,User_33,True,False,17
191,Sample tweet content number 191,2024-01-25,13:59:00,Thursday,True,241,67,6012,163,72,123,32,28,2,62,420,6.99,39,804,User_52,True,True,13
192,Sample tweet content number 192,2024-03-06,22:51:00,Wednesday,True,20,25,9293,171,6,69,39,14,18,71,317,3.41,64,380,User_61,False,False,22
193,Sample tweet content number 193,2024-03-07,04:37:00,Thursday,True,114,40,6388,87,86,117,34,29,9,72,362,5.67,57,185,User_30,True,True,4
194,Sample tweet content number 194,2024-01-08,12:32:00,Monday,True,33,5,8873,15,68,56,41,7,20,68,207,2.33,87,255,User_65,False,False,12
195,Sample tweet content number 195,2024-02-09,12:26:00,Friday,True,148,26,8499,46,98,125,14,20,33,67,336,3.95,29,404,User_74,True,False,12
196,Sample tweet content number 196,2024-03-16,18:42:00,Saturday,False,192,5,6211,84,58,100,22,8,15,45,287,4.62,10,681,User_22,False,False,18
197,Sample tweet content number 197,2024-01-24,12:05:00,Wednesday,True,67,36,8767,146,48,107,36,29,24,89,390,4.45,23,161,User_59,False,False,12
198,Sample tweet content number 198,2024-04-05,11:42:00,Friday,True,147,69,7584,80,34,36,26,12,35,73,223,2.94,41,414,User_11,True,True,11
199,Sample tweet content number 199,2024-04-05,21:33:00,Friday,True,147,6,6126,26,50,130,42,1,15,58,264,4.31,57,945,User_36,True,True,21
200,Sample tweet content number 200,2024-04-13,09:35:00,Saturday,False,124,52,7468,16,40,91,19,14,0,33,180,2.41,79,876,User_64,True,True,9
201,Sample tweet content number 201,2024-01-25,17:44:00,Thursday,True,275,31,8395,81,77,124,38,2,26,66,348,4.15,76,507,User_98,True,False,17
202,Sample tweet content number 202,2024-01-29,09:00:00,Monday,True,245,10,8162,167,9,1,46,23,35,104,281,3.44,87,955,User_94,True,True,9
203,Sample tweet content number 203,2024-01-23,00:36:00,Tuesday,True,65,70,3987,8,98,55,25,22,10,57,218,5.47,13,368,User_43,True,False,0
204,Sample tweet content number 204,2024-02-24,20:01:00,Saturday,False,200,43,6648,67,34,17,20,6,39,65,183,2.75,6,815,User_100,False,True,20
205,Sample tweet content number 205,2024-01-05,23:43:00,Friday,True,87,68,1335,194,81,10,4,23,18,45,330,24.72,70,600,User_31,True,False,23
206,Sample tweet content number 206,2024-03-01,06:33:00,Friday,True,125,77,6443,196,91,69,45,7,32,84,440,6.83,87,764,User_39,True,False,6
207,Sample tweet content number 207,2024-03-08,12:42:00,Friday,True,59,75,6696,162,50,85,49,6,34,89,386,5.76,19,359,User_20,False,True,12
208,Sample tweet content number 208,2024-02-06,05:56:00,Tuesday,True,25,34,7957,0,13,132,28,24,30,82,227,2.85,52,309,User_22,False,False,5
209,Sample tweet content number 209,2024-02-19,16:46:00,Monday,True,126,67,7139,32,7,85,42,2,35,79,203,2.84,51,556,User_57,True,False,16
210,Sample tweet content number 210,2024-04-26,00:07:00,Friday,True,49,61,2639,85,23,33,1,2,37,40,181,6.86,53,366,User_52,False,False,0
211,Sample tweet content number 211,2024-03-02,15:14:00,Saturday,False,203,24,6757,163,75,40,46,2,28,76,354,5.24,55,682,User_55,False,False,15
212,Sample tweet content number 212,2024-01-31,09:09:00,Wednesday,True,269,37,2884,150,95,147,36,30,33,99,491,17.02,74,16,User_68,True,True,9
213,Sample tweet content number 213,2024-03-08,07:53:00,Friday,True,91,63,9515,122,93,27,46,30,2,78,320,3.36,84,364,User_11,False,False,7
214,Sample tweet content number 214,2024-02-21,01:03:00,Wednesday,True,253,14,9289,165,37,51,46,8,15,69,322,3.47,90,296,User_61,True,False,1
215,Sample tweet content number 215,2024-02-26,02:49:00,Monday,True,92,30,9600,15,30,116,37,22,17,76,237,2.47,25,642,User_43,False,True,2
216,Sample tweet content number 216,2024-02-20,07:33:00,Tuesday,True,27,43,4674,120,44,117,21,6,11,38,319,6.82,54,726,User_58,False,True,7
217,Sample tweet content number 217,2024-04-26,16:47:00,Friday,True,191,26,4709,27,20,24,10,27,36,73,144,3.06,5,739,User_32,False,False,16
218,Sample tweet content number 218,2024-01-28,23:02:00,Sunday,False,254,75,3955,50,91,114,44,0,19,63,318,8.04,65,66,User_72,False,False,23
219,Sample tweet content number 219,2024-02-17,18:31:00,Saturday,False,24,15,1923,112,24,26,31,0,39,70,232,12.06,21,930,User_15,True,False,18
220,Sample tweet content number 220,2024-03-30,12:29:00,Saturday,False,235,43,9963,50,89,119,9,21,27,57,315,3.16,85,597,User_88,False,False,12
221,Sample tweet content number 221,2024-01-08,22:21:00,Monday,True,113,69,2348,58,100,67,11,13,17,41,266,11.33,58,346,User_97,False,True,22
222,Sample tweet content number 222,2024-02-28,14:05:00,Wednesday,True,200,8,6892,149,83,116,2,7,1,10,358,5.19,84,245,User_46,False,True,14
223,Sample tweet content number 223,2024-04-30,21:58:00,Tuesday,True,198,68,2652,55,54,121,26,6,16,48,278,10.48,5,925,User_2,False,True,21
224,Sample tweet content number 224,2024-01-31,07:36:00,Wednesday,True,221,51,2860,78,25,70,17,4,23,44,217,7.59,80,818,User_84,True,True,7
225,Sample tweet content number 225,2024-01-24,03:21:00,Wednesday,True,238,26,3651,34,91,118,39,6,33,78,321,8.79,55,115,User_54,False,False,3
226,Sample tweet content number 226,2024-01-05,09:45:00,Friday,True,82,58,9502,98,66,71,47,5,39,91,326,3.43,44,414,User_54,True,True,9
227,Sample tweet content number 227,2024-03-31,02:56:00,Sunday,False,233,6,1192,188,65,24,30,5,32,67,344,28.86,35,665,User_95,True,True,2
228,Sample tweet content number 228,2024-03-15,17:51:00,Friday,True,49,9,9234,191,99,40,28,19,36,83,413,4.47,57,568,User_43,True,True,17
229,Sample tweet content number 229,2024-04-07,16:24:00,Sunday,False,208,15,8553,199,34,4,16,14,18,48,285,3.33,91,847,User_50,True,False,16
230,Sample tweet content number 230,2024-03-28,15:59:00,Thursday,True,210,36,4708,26,32,119,48,20,1,69,246,5.23,88,795,User_30,False,True,15
231,Sample tweet content number 231,2024-03-18,20:00:00,Monday,True,141,68,7951,96,67,24,50,27,38,115,302,3.8,60,593,User_9,False,False,20
232,Sample tweet content number 232,2024-03-08,02:56:00,Friday,True,157,80,6468,6,20,101,23,21,23,67,194,3.0,82,352,User_19,False,True,2
233,Sample tweet content number 233,2024-03-28,20:43:00,Thursday,True,223,71,2189,189,1,72,11,1,34,46,308,14.07,12,910,User_11,False,False,20
234,Sample tweet content number 234,2024-03-09,07:21:00,Saturday,False,217,52,8718,123,20,0,7,26,30,63,206,2.36,72,344,User_84,True,True,7
235,Sample tweet content number 235,2024-04-17,07:27:00,Wednesday,True,36,56,5359,69,71,123,10,20,5,35,298,5.56,61,322,User_56,True,False,7
236,Sample tweet content number 236,2024-04-18,09:28:00,Thursday,True,204,38,8435,142,0,72,26,16,29,71,285,3.38,82,693,User_4,False,False,9
237,Sample tweet content number 237,2024-04-24,11:46:00,Wednesday,True,210,14,2533,167,1,37,49,2,13,64,269,10.62,13,428,User_66,False,False,11
238,Sample tweet content number 238,2024-04-05,21:14:00,Friday,True,240,48,3125,155,89,118,27,10,21,58,420,13.44,69,947,User_7,True,False,21
239,Sample tweet content number 239,2024-02-03,15:51:00,Saturday,False,147,35,9592,19,0,15,3,22,7,32,66,0.69,1,191,User_56,True,True,15
240,Sample tweet content number 240,2024-03-21,15:23:00,Thursday,True,173,54,2082,94,78,57,18,24,18,60,289,13.88,31,385,User_87,True,True,15
241,Sample tweet content number 241,2024-04-26,04:46:00,Friday,True,272,60,8447,33,48,148,38,5,34,77,306,3.62,16,722,User_36,False,False,4
242,Sample tweet content number 242,2024-04-05,23:31:00,Friday,True,243,42,9588,47,79,137,45,14,6,65,328,3.42,98,952,User_56,True,True,23
243,Sample tweet content number 243,2024-03-12,18:29:00,Tuesday,True,261,29,1516,139,58,94,6,8,38,52,343,22.63,0,756,User_73,False,True,18
244,Sample tweet content number 244,2024-02-04,04:31:00,Sunday,False,206,73,5039,126,83,1,38,1,4,43,253,5.02,30,271,User_11,False,False,4
245,Sample tweet content number 245,2024-02-07,01:20:00,Wednesday,True,118,27,6837,99,11,109,29,28,36,93,312,4.56,32,839,User_87,True,False,1
246,Sample tweet content number 246,2024-01-25,02:12:00,Thursday,True,193,30,4797,136,2,77,40,6,6,52,267,5.57,41,932,User_13,True,False,2
247,Sample tweet content number 247,2024-01-10,05:48:00,Wednesday,True,255,24,7679,41,8,87,18,6,21,45,181,2.36,93,346,User_48,False,False,5
248,Sample tweet content number 248,2024-03-26,16:21:00,Tuesday,True,176,24,5715,163,52,8,20,23,15,58,281,4.92,77,827,User_38,False,False,16
249,Sample tweet content number 249,2024-04-25,18:44:00,Thursday,True,124,76,3096,91,91,22,45,11,0,56,260,8.4,100,491,User_21,True,True,18
250,Sample tweet content number 250,2024-04-03,11:27:00,Wednesday,True,103,57,3378,82,64,117,47,25,10,82,345,10.21,11,547,User_57,True,True,11
251,Sample tweet content number 251,2024-03-01,15:18:00,Friday,True,139,67,7252,69,9,9,2,24,28,54,141,1.94,25,305,User_63,True,True,15
252,Sample tweet content number 252,2024-04-25,12:42:00,Thursday,True,41,39,421,39,44,124,27,7,9,43,250,59.38,94,241,User_77,True,False,12
253,Sample tweet content number 253,2024-03-16,17:56:00,Saturday,False,154,51,5716,154,40,86,11,10,29,50,330,5.77,47,336,User_66,False,True,17
254,Sample tweet content number 254,2024-01-20,00:19:00,Saturday,False,212,15,3792,90,94,106,5,20,26,51,341,8.99,93,868,User_24,False,True,0
255,Sample tweet content number 255,2024-01-31,13:40:00,Wednesday,True,164,40,9255,4,7,36,3,22,9,34,81,0.88,58,890,User_15,True,False,13
256,Sample tweet content number 256,2024-02-24,17:58:00,Saturday,False,124,21,9308,66,74,125,33,1,23,57,322,3.46,63,249,User_70,False,True,17
257,Sample tweet content number 257,2024-01-28,14:54:00,Sunday,False,92,33,9824,66,42,144,41,24,37,102,354,3.6,64,433,User_67,False,True,14
258,Sample tweet content number 258,2024-02-04,06:55:00,Sunday,False,171,14,4727,3,51,85,9,26,20,55,194,4.1,94,726,User_81,False,False,6
259,Sample tweet content number 259,2024-02-19,11:04:00,Monday,True,111,73,4013,183,5,96,46,22,13,81,365,9.1,41,34,User_32,True,False,11
260,Sample tweet content number 260,2024-03-18,12:20:00,Monday,True,170,50,5441,94,31,5,21,16,21,58,188,3.46,49,257,User_95,False,False,12
261,Sample tweet content number 261,2024-01-05,15:11:00,Friday,True,151,54,5397,139,40,127,50,25,3,78,384,7.12,5,358,User_45,True,False,15
262,Sample tweet content number 262,2024-04-29,13:05:00,Monday,True,50,45,559,171,39,1,4,5,18,27,238,42.58,60,724,User_78,True,False,13
263,Sample tweet content number 263,2024-04-18,16:55:00,Thursday,True,116,24,2762,123,36,117,32,21,1,54,330,11.95,63,826,User_73,False,True,16
264,Sample tweet content number 264,2024-03-31,01:11:00,Sunday,False,106,26,8315,74,52,132,47,9,4,60,318,3.82,38,615,User_74,True,False,1
265,Sample tweet content number 265,2024-02-29,01:01:00,Thursday,True,272,58,9844,60,12,47,32,9,12,53,172,1.75,1,792,User_9,True,True,1
266,Sample tweet content number 266,2024-01-09,11:46:00,Tuesday,True,105,32,560,181,29,87,31,28,12,71,368,65.71,98,264,User_80,True,True,11
267,Sample tweet content number 267,2024-01-11,11:21:00,Thursday,True,175,33,9891,101,16,25,32,19,9,60,202,2.04,36,973,User_62,True,False,11
268,Sample tweet content number 268,2024-03-31,14:25:00,Sunday,False,196,29,7075,187,66,131,0,20,9,29,413,5.84,50,62,User_70,True,False,14
269,Sample tweet content number 269,2024-02-02,02:58:00,Friday,True,147,42,6998,103,68,24,23,12,17,52,247,3.53,43,944,User_19,False,True,2
270,Sample tweet content number 270,2024-03-07,16:38:00,Thursday,True,168,25,1153,185,1,146,34,25,29,88,420,36.43,43,926,User_4,True,False,16
271,Sample tweet content number 271,2024-03-16,20:31:00,Saturday,False,213,45,2587,60,13,69,41,16,26,83,225,8.7,59,113,User_3,False,False,20
272,Sample tweet content number 272,2024-04-09,15:40:00,Tuesday,True,114,78,3917,91,18,46,40,12,3,55,210,5.36,91,744,User_19,True,False,15
273,Sample tweet content number 273,2024-02-08,22:33:00,Thursday,True,130,52,4653,199,66,144,27,2,14,43,452,9.71,88,951,User_95,False,False,22
274,Sample tweet content number 274,2024-03-12,13:14:00,Tuesday,True,42,29,2099,6,26,93,25,5,22,52,177,8.43,9,244,User_98,False,False,13
275,Sample tweet content number 275,2024-04-16,13:53:00,Tuesday,True,263,67,4066,4,55,107,35,4,37,76,242,5.95,97,58,User_94,False,True,13
276,Sample tweet content number 276,2024-03-25,14:42:00,Monday,True,176,23,6545,41,24,130,16,24,16,56,251,3.83,91,425,User_75,True,False,14
277,Sample tweet content number 277,2024-03-13,14:07:00,Wednesday,True,253,40,1796,190,100,98,4,23,34,61,449,25.0,93,250,User_99,True,True,14
278,Sample tweet content number 278,2024-02-11,20:13:00,Sunday,False,259,24,2971,63,84,8,2,18,12,32,187,6.29,8,104,User_42,True,False,20
279,Sample tweet content number 279,2024-02-25,15:19:00,Sunday,False,214,72,3700,77,71,100,24,17,11,52,300,8.11,28,206,User_76,True,True,15
280,Sample tweet content number 280,2024-03-29,02:05:00,Friday,True,122,78,7246,104,26,32,17,14,3,34,196,2.7,94,538,User_94,True,True,2
281,Sample tweet content number 281,2024-04-02,13:00:00,Tuesday,True,111,10,9236,50,20,75,19,26,28,73,218,2.36,20,314,User_7,False,True,13
282,Sample tweet content number 282,2024-02-03,11:41:00,Saturday,False,239,75,9227,129,64,16,49,5,37,91,300,3.25,2,847,User_10,True,False,11
283,Sample tweet content number 283,2024-01-24,13:22:00,Wednesday,True,76,72,4022,146,60,47,23,10,29,62,315,7.83,48,227,User_2,False,True,13
284,Sample tweet content number 284,2024-02-02,23:27:00,Friday,True,79,35,1348,188,65,26,23,0,33,56,335,24.85,45,190,User_68,False,True,23
285,Sample tweet content number 285,2024-01-09,10:07:00,Tuesday,True,126,58,5435,118,39,7,10,3,25,38,202,3.72,40,593,User_11,True,False,10
286,Sample tweet content number 286,2024-03-10,00:24:00,Sunday,False,231,46,6448,111,65,150,38,30,34,102,428,6.64,60,434,User_87,False,True,0
287,Sample tweet content number 287,2024-01-12,01:04:00,Friday,True,51,69,6280,7,83,91,22,18,7,47,228,3.63,9,298,User_72,False,True,1
288,Sample tweet content number 288,2024-01-27,12:41:00,Saturday,False,62,23,1558,42,45,64,7,21,36,64,215,13.8,44,138,User_28,True,True,12
289,Sample tweet content number 289,2024-04-19,14:57:00,Friday,True,271,52,6156,144,82,63,19,5,34,58,347,5.64,89,131,User_93,True,True,14
290,Sample tweet content number 290,2024-03-01,20:34:00,Friday,True,265,58,6281,48,47,44,41,30,39,110,249,3.96,20,620,User_30,True,False,20
291,Sample tweet content number 291,2024-04-08,19:29:00,Monday,True,95,62,8671,127,97,17,13,3,27,43,284,3.28,80,992,User_17,False,False,19
292,Sample tweet content number 292,2024-03-31,12:55:00,Sunday,False,139,47,5654,173,16,78,33,12,31,76,343,6.07,80,213,User_71,True,True,12
293,Sample tweet content number 293,2024-02-18,18:05:00,Sunday,False,265,18,892,154,81,51,13,0,26,39,325,36.43,64,874,User_50,False,True,18
294,Sample tweet content number 294,2024-03-06,22:16:00,Wednesday,True,28,69,297,15,99,45,8,27,16,51,210,70.71,82,241,User_78,False,False,22
295,Sample tweet content number 295,2024-01-28,19:47:00,Sunday,False,142,65,4224,22,0,55,47,6,2,55,132,3.12,20,629,User_23,False,True,19
296,Sample tweet content number 296,2024-02-11,23:33:00,Sunday,False,121,11,6248,14,35,44,31,29,2,62,155,2.48,93,591,User_69,True,True,23
297,Sample tweet content number 297,2024-03-14,06:06:00,Thursday,True,23,54,3332,136,74,147,16,13,24,53,410,12.3,54,206,User_90,False,True,6
298,Sample tweet content number 298,2024-01-01,03:58:00,Monday,True,118,65,6743,14,9,87,40,1,8,49,159,2.36,86,939,User_78,True,False,3
299,Sample tweet content number 299,2024-03-05,15:14:00,Tuesday,True,82,65,2530,34,89,24,36,8,11,55,202,7.98,47,80,User_54,True,True,15
300,Sample tweet content number 300,2024-01-12,23:00:00,Friday,True,193,59,9546,29,33,123,48,4,9,61,246,2.58,90,230,User_6,False,True,23
301,Sample tweet content number 301,2024-02-16,12:17:00,Friday,True,30,28,3760,153,52,105,25,19,40,84,394,10.48,5,297,User_91,False,True,12
302,Sample tweet content number 302,2024-01-22,09:11:00,Monday,True,196,18,8547,121,88,122,46,27,22,95,426,4.98,0,146,User_98,False,False,9
303,Sample tweet content number 303,2024-01-27,16:21:00,Saturday,False,122,16,6674,20,24,95,8,7,37,52,191,2.86,62,794,User_89,True,True,16
304,Sample tweet content number 304,2024-03-14,04:36:00,Thursday,True,248,38,1545,197,36,56,48,16,12,76,365,23.62,19,683,User_46,False,False,4
305,Sample tweet content number 305,2024-03-26,20:48:00,Tuesday,True,162,44,5621,96,48,51,2,3,5,10,205,3.65,47,153,User_53,False,False,20
306,Sample tweet content number 306,2024-04-20,20:21:00,Saturday,False,242,20,4368,88,34,69,37,15,22,74,265,6.07,1,426,User_55,False,True,20
307,Sample tweet content number 307,2024-03-18,16:59:00,Monday,True,65,10,6350,59,42,3,47,28,2,77,181,2.85,59,566,User_93,False,True,16
308,Sample tweet content number 308,2024-01-23,08:19:00,Tuesday,True,187,62,2451,43,96,113,14,11,9,34,286,11.67,75,283,User_82,True,False,8
309,Sample tweet content number 309,2024-04-14,01:38:00,Sunday,False,195,16,4990,199,39,91,31,8,7,46,375,7.52,91,707,User_7,False,True,1
310,Sample tweet content number 310,2024-01-14,08:23:00,Sunday,False,227,70,1078,189,72,105,38,16,6,60,426,39.52,70,213,User_61,False,True,8
311,Sample tweet content number 311,2024-03-11,00:27:00,Monday,True,229,39,3000,5,93,68,31,7,12,50,216,7.2,87,657,User_45,True,True,0
312,Sample tweet content number 312,2024-02-11,14:34:00,Sunday,False,78,6,2967,24,9,150,27,1,31,59,242,8.16,65,595,User_89,True,False,14
313,Sample tweet content number 313,2024-03-13,14:51:00,Wednesday,True,196,76,5352,42,84,50,33,16,14,63,239,4.47,14,940,User_100,True,True,14
314,Sample tweet content number 314,2024-04-24,17:27:00,Wednesday,True,270,14,3657,85,67,84,38,8,10,56,292,7.98,53,328,User_3,False,False,17
315,Sample tweet content number 315,2024-02-01,04:57:00,Thursday,True,108,78,8429,95,8,27,46,24,1,71,201,2.38,22,691,User_63,True,False,4
316,Sample tweet content number 316,2024-03-05,02:53:00,Tuesday,True,35,77,3194,69,38,116,45,11,34,90,313,9.8,3,262,User_24,True,True,2
317,Sample tweet content number 317,2024-01-26,15:00:00,Friday,True,96,72,7040,32,51,88,44,14,2,60,231,3.28,46,897,User_30,False,True,15
318,Sample tweet content number 318,2024-03-13,12:28:00,Wednesday,True,204,71,1777,9,42,18,4,10,14,28,97,5.46,96,474,User_48,True,False,12
319,Sample tweet content number 319,2024-01-01,14:39:00,Monday,True,186,57,2397,137,5,56,45,13,7,65,263,10.97,29,325,User_99,True,False,14
320,Sample tweet content number 320,2024-04-23,08:57:00,Tuesday,True,119,74,7111,3,9,37,15,18,1,34,83,1.17,60,717,User_79,True,False,8
321,Sample tweet content number 321,2024-02-29,17:21:00,Thursday,True,249,45,9236,130,7,7,44,30,0,74,218,2.36,47,733,User_49,True,True,17
322,Sample tweet content number 322,2024-01-29,19:49:00,Monday,True,157,14,3718,190,7,122,28,2,25,55,374,10.06,95,183,User_35,True,True,19
323,Sample tweet content number 323,2024-03-26,04:07:00,Tuesday,True,188,28,7369,192,56,128,12,29,25,66,442,6.0,10,790,User_13,False,False,4
324,Sample tweet content number 324,2024-04-05,02:11:00,Friday,True,201,10,6725,54,78,135,47,27,18,92,359,5.34,82,368,User_78,True,False,2
325,Sample tweet content number 325,2024-03-03,05:56:00,Sunday,False,167,41,2351,198,13,2,31,5,0,36,249,10.59,74,833,User_39,True,False,5
326,Sample tweet content number 326,2024-04-16,15:22:00,Tuesday,True,166,69,5328,11,10,117,15,28,17,60,198,3.72,4,398,User_39,False,True,15
327,Sample tweet content number 327,2024-03-16,13:40:00,Saturday,False,92,44,7453,25,13,63,9,21,30,60,161,2.16,44,544,User_83,False,False,13
328,Sample tweet content number 328,2024-01-12,08:43:00,Friday,True,165,42,5515,68,47,54,49,27,15,91,260,4.71,59,109,User_46,False,False,8
329,Sample tweet content number 329,2024-02-10,16:46:00,Saturday,False,161,25,6444,159,23,77,35,2,11,48,307,4.76,8,947,User_75,False,True,16
330,Sample tweet content number 330,2024-04-05,02:44:00,Friday,True,148,54,3181,121,78,133,20,16,3,39,371,11.66,69,953,User_29,True,False,2
331,Sample tweet content number 331,2024-03-29,19:56:00,Friday,True,181,54,7505,5,88,47,22,1,3,26,166,2.21,20,547,User_16,True,False,19
332,Sample tweet content number 332,2024-02-05,17:37:00,Monday,True,80,80,8174,110,44,47,26,29,2,57,258,3.16,57,416,User_21,True,True,17
333,Sample tweet content number 333,2024-03-03,20:59:00,Sunday,False,220,6,2708,94,43,45,23,15,25,63,245,9.05,27,10,User_29,True,True,20
334,Sample tweet content number 334,2024-04-28,08:45:00,Sunday,False,51,80,2610,107,80,38,1,2,19,22,247,9.46,37,449,User_59,False,True,8
335,Sample tweet content number 335,2024-04-09,05:51:00,Tuesday,True,229,8,2567,153,34,9,17,16,7,40,236,9.19,14,772,User_42,True,False,5
336,Sample tweet content number 336,2024-01-30,03:14:00,Tuesday,True,163,60,312,166,66,46,6,29,10,45,323,103.53,78,206,User_69,False,True,3
337,Sample tweet content number 337,2024-02-13,04:47:00,Tuesday,True,37,5,8886,32,75,94,37,18,29,84,285,3.21,62,38,User_54,True,True,4
338,Sample tweet content number 338,2024-02-14,22:03:00,Wednesday,True,89,24,6143,73,36,3,40,13,3,56,168,2.73,2,617,User_25,False,False,22
339,Sample tweet content number 339,2024-04-17,16:54:00,Wednesday,True,253,56,6452,86,20,48,24,23,33,80,234,3.63,11,839,User_18,True,True,16
340,Sample tweet content number 340,2024-02-27,15:42:00,Tuesday,True,104,51,5710,171,86,101,48,5,3,56,414,7.25,29,266,User_95,True,True,15
341,Sample tweet content number 341,2024-03-24,13:46:00,Sunday,False,136,80,1138,15,69,46,13,26,35,74,204,17.93,77,796,User_70,False,True,13
342,Sample tweet content number 342,2024-03-06,01:51:00,Wednesday,True,116,17,3716,45,22,146,36,30,22,88,301,8.1,0,91,User_33,False,True,1
343,Sample tweet content number 343,2024-03-19,13:36:00,Tuesday,True,264,35,7556,110,62,90,13,22,18,53,315,4.17,72,315,User_19,True,True,13
344,Sample tweet content number 344,2024-04-14,06:44:00,Sunday,False,51,77,3610,66,26,14,47,15,31,93,199,5.51,13,166,User_51,False,True,6
345,Sample tweet content number 345,2024-03-05,07:17:00,Tuesday,True,214,24,7438,30,12,60,42,24,32,98,200,2.69,56,856,User_73,True,True,7
346,Sample tweet content number 346,2024-02-28,05:39:00,Wednesday,True,23,76,876,65,82,146,2,21,7,30,323,36.87,43,46,User_7,False,True,5
347,Sample tweet content number 347,2024-02-26,22:10:00,Monday,True,112,37,3550,87,24,125,23,19,23,65,301,8.48,13,224,User_51,False,True,22
348,Sample tweet content number 348,2024-02-03,16:07:00,Saturday,False,25,52,7558,59,73,67,47,30,24,101,300,3.97,11,980,User_42,True,True,16
349,Sample tweet content number 349,2024-03-18,06:42:00,Monday,True,114,8,6790,81,22,72,14,5,0,19,194,2.86,65,424,User_1,False,True,6
350,Sample tweet content number 350,2024-04-06,09:31:00,Saturday,False,206,71,5397,11,31,66,25,4,32,61,169,3.13,61,735,User_46,False,False,9
351,Sample tweet content number 351,2024-01-08,14:11:00,Monday,True,171,68,8411,113,87,44,3,18,15,36,280,3.33,25,449,User_17,False,False,14
352,Sample tweet content number 352,2024-03-10,10:58:00,Sunday,False,192,71,3982,121,23,68,12,10,24,46,258,6.48,57,591,User_19,False,True,10
353,Sample tweet content number 353,2024-03-28,01:40:00,Thursday,True,131,30,3870,197,29,51,47,26,7,80,357,9.22,71,177,User_17,False,True,1
354,Sample tweet content number 354,2024-01-09,05:43:00,Tuesday,True,152,6,3164,158,86,149,38,30,24,92,485,15.33,91,269,User_55,True,True,5
355,Sample tweet content number 355,2024-04-24,16:59:00,Wednesday,True,150,36,7965,139,21,52,47,15,8,70,282,3.54,77,983,User_57,False,False,16
356,Sample tweet content number 356,2024-04-19,10:48:00,Friday,True,177,61,3738,147,100,129,15,22,30,67,443,11.85,12,32,User_99,True,True,10
357,Sample tweet content number 357,2024-01-10,18:48:00,Wednesday,True,36,40,1999,7,53,13,3,2,19,24,97,4.85,32,211,User_26,False,False,18
358,Sample tweet content number 358,2024-01-17,02:59:00,Wednesday,True,165,66,4376,158,73,42,25,4,2,31,304,6.95,78,375,User_54,True,True,2
359,Sample tweet content number 359,2024-04-01,18:42:00,Monday,True,259,64,7074,177,52,32,4,22,18,44,305,4.31,13,437,User_35,True,True,18
360,Sample tweet content number 360,2024-03-20,10:48:00,Wednesday,True,218,79,3157,192,100,119,12,24,17,53,464,14.7,47,657,User_62,False,False,10
361,Sample tweet content number 361,2024-01-30,07:11:00,Tuesday,True,133,69,1771,83,94,149,7,25,11,43,369,20.84,43,973,User_81,False,False,7
362,Sample tweet content number 362,2024-03-14,04:37:00,Thursday,True,178,62,2654,116,93,55,44,18,10,72,336,12.66,56,123,User_17,False,True,4
363,Sample tweet content number 363,2024-02-28,00:22:00,Wednesday,True,228,55,6251,70,73,85,8,15,15,38,266,4.26,50,206,User_11,False,False,0
364,Sample tweet content number 364,2024-03-27,03:38:00,Wednesday,True,217,40,6466,42,38,73,2,22,18,42,195,3.02,68,381,User_25,True,True,3
365,Sample tweet content number 365,2024-01-17,13:58:00,Wednesday,True,264,15,162,6,91,25,30,1,37,68,190,117.28,91,878,User_63,True,True,13
366,Sample tweet content number 366,2024-01-01,23:40:00,Monday,True,265,40,7143,43,22,2,2,13,28,43,110,1.54,31,351,User_18,True,False,23
367,Sample tweet content number 367,2024-01-17,10:57:00,Wednesday,True,259,17,3965,148,84,3,40,1,13,54,289,7.29,93,570,User_76,True,False,10
368,Sample tweet content number 368,2024-01-30,16:30:00,Tuesday,True,114,9,9529,173,37,3,22,20,29,71,284,2.98,20,544,User_60,False,False,16
369,Sample tweet content number 369,2024-01-08,22:08:00,Monday,True,78,80,3374,77,16,15,38,10,26,74,182,5.39,8,272,User_45,False,True,22
370,Sample tweet content number 370,2024-03-12,05:01:00,Tuesday,True,129,29,9092,131,58,74,19,15,6,40,303,3.33,74,329,User_54,False,True,5
371,Sample tweet content number 371,2024-03-19,09:40:00,Tuesday,True,137,55,9279,96,41,85,9,9,40,58,280,3.02,80,187,User_18,True,False,9
372,Sample tweet content number 372,2024-03-05,23:55:00,Tuesday,True,56,54,1743,147,21,95,12,30,8,50,313,17.96,56,186,User_23,True,False,23
